sampler,alpha,ess_XT2,ess_mean,ess_median,ess_min,runtime
ZZ,0.1,139.20635328274452,1286.6041109935193,1289.170040142667,139.20635328274452,4.64631253
ZZ,0.3,11.470236316186922,439.49891787010125,465.06803914988,11.470236316186922,10.908159277
ZZ,0.7,2.6079146972973724,117.37333148909154,126.47831885380575,2.588068890984894,30.907784245
