sampler,alpha,ess_XT2,ess_mean,ess_median,ess_min,runtime
MALA,0.1,202.47472041705458,371.9040597242957,362.86707528016643,202.47472041705458,21.15615949
MALA,0.3,9.838553824038666,79.79379949798718,81.95685085176052,9.838553824038666,19.967507605
MALA,0.7,4.576574345735558,16.534426173301732,16.791108635884747,3.791804215395658,20.319784483
