1.0,11.474342128438854,9.803074974814296
2.0,9.504886494337953,7.626988524292292
3.0,5.55603922411294,5.978896806456368
4.0,4.685546691872131,5.732977347640777
5.0,2.1888423883972696,2.3661144083970087
6.0,2.464147983726632,2.468428506418473
7.0,4.150191441917301,4.773766018264998
8.0,2.2094495879199716,2.6251728991100047
9.0,2.9259210984276893,4.075726745154872
10.0,2.76078260939387,2.043918888431884
11.0,2.214412748198052,1.5872013545873767
12.0,2.373714999280951,2.2554810392231985
13.0,1.7644512796227818,1.680095287587079
14.0,2.6547182799224522,1.5410932948133629
15.0,1.3329838861241239,1.5316827921495562
16.0,1.5124296434210374,2.39547123683722
17.0,1.1338801595268884,1.4355596426569064
18.0,1.5531618671297576,3.5353160916616595
19.0,1.1609585105753129,1.0508124528048144
20.0,0.8771845410276786,0.8518837383144818
21.0,1.0899347546622407,1.482688860398117
22.0,1.2194818676728623,1.0078246230031254
23.0,2.1357589095164897,1.5318445921915411
24.0,1.905164661738044,1.445664417314668
25.0,0.0,0.0
26.0,2.068758372012084,1.8200565060350593
27.0,2.580535795882337,3.1844617040862446
28.0,2.2957278563590777,1.1664425232999294
29.0,2.3824450276741045,1.6198548935712327
30.0,2.9123808117860643,2.32511170370796
31.0,3.2041805259667178,1.9832795608044989
32.0,3.018270550581867,2.5669561532888503
33.0,2.557184684845376,2.5800140980557695
34.0,3.239864350352677,3.325458727219735
35.0,5.088959312047209,3.6926878215365186
36.0,4.543161713423684,4.289790670960702
37.0,6.1179528127883565,5.728711048363034
38.0,5.259510896133745,4.698584031593003
39.0,6.056230843895544,8.28944500747161
40.0,6.107543321272448,5.270445826319437
41.0,5.706053570931683,6.49839359015457
42.0,5.605403621658643,5.553368874358988
43.0,6.209356504544933,5.176432806915443
44.0,6.80834038552559,6.179621053091138
45.0,7.919199753542955,6.275867934986632
46.0,6.275230844701323,6.255834590492877
47.0,5.841218562138145,6.066572011730949
48.0,6.343611615191138,6.8587306038991
49.0,6.729112803564574,7.756378952879821
50.0,9.248875345017153,6.284384612374427
